STATISTIC,Statistic Label,TLIST(W1),Week,Sex,C02076V03371,Age Group,UNIT,VALUE
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,550,60 - 64 years,Number,1503
UA06C01,PPSN allocations to arrivals from Ukraine,2022W42,2022 October 23,Female,575,65 years and over,Number,2142
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,-,All ages,Number,61296
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,205,0 - 4 years,Number,3938
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,245,5 - 9 years,Number,6156
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,265,10 - 14 years,Number,6156
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,300,15 - 19 years,Number,4899
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,365,20 - 24 years,Number,3721
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,410,25 - 29 years,Number,4520
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,440,30 - 34 years,Number,5815
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,460,35 - 39 years,Number,6767
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,475,40 - 44 years,Number,5307
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,495,45 - 49 years,Number,3798
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,515,50 - 54 years,Number,2674
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,530,55 - 59 years,Number,2090
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,550,60 - 64 years,Number,2341
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Both sexes,575,65 years and over,Number,3114
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,-,All ages,Number,22603
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,205,0 - 4 years,Number,2039
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,245,5 - 9 years,Number,3119
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,265,10 - 14 years,Number,3178
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,300,15 - 19 years,Number,2282
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,365,20 - 24 years,Number,1144
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,410,25 - 29 years,Number,1485
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,440,30 - 34 years,Number,1833
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,460,35 - 39 years,Number,2043
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,475,40 - 44 years,Number,1524
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,495,45 - 49 years,Number,1106
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,515,50 - 54 years,Number,699
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,530,55 - 59 years,Number,442
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,550,60 - 64 years,Number,802
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Male,575,65 years and over,Number,907
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,-,All ages,Number,38693
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,205,0 - 4 years,Number,1899
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,245,5 - 9 years,Number,3037
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,265,10 - 14 years,Number,2978
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,300,15 - 19 years,Number,2617
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,365,20 - 24 years,Number,2577
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,410,25 - 29 years,Number,3035
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,440,30 - 34 years,Number,3982
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,460,35 - 39 years,Number,4724
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,475,40 - 44 years,Number,3783
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,495,45 - 49 years,Number,2692
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,515,50 - 54 years,Number,1975
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,530,55 - 59 years,Number,1648
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,550,60 - 64 years,Number,1539
UA06C01,PPSN allocations to arrivals from Ukraine,2022W43,2022 October 30,Female,575,65 years and over,Number,2207
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,-,All ages,Number,62425
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,205,0 - 4 years,Number,4007
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,245,5 - 9 years,Number,6261
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,265,10 - 14 years,Number,6242
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,300,15 - 19 years,Number,4971
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,365,20 - 24 years,Number,3780
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,410,25 - 29 years,Number,4612
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,440,30 - 34 years,Number,5917
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,460,35 - 39 years,Number,6884
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,475,40 - 44 years,Number,5394
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,495,45 - 49 years,Number,3876
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,515,50 - 54 years,Number,2732
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,530,55 - 59 years,Number,2143
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,550,60 - 64 years,Number,2404
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Both sexes,575,65 years and over,Number,3202
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,-,All ages,Number,23050
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,205,0 - 4 years,Number,2076
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,245,5 - 9 years,Number,3171
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,265,10 - 14 years,Number,3219
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,300,15 - 19 years,Number,2318
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,365,20 - 24 years,Number,1162
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,410,25 - 29 years,Number,1519
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,440,30 - 34 years,Number,1876
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,460,35 - 39 years,Number,2080
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,475,40 - 44 years,Number,1567
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,495,45 - 49 years,Number,1138
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,515,50 - 54 years,Number,712
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,530,55 - 59 years,Number,456
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,550,60 - 64 years,Number,823
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Male,575,65 years and over,Number,933
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,-,All ages,Number,39375
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,205,0 - 4 years,Number,1931
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,245,5 - 9 years,Number,3090
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,265,10 - 14 years,Number,3023
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,300,15 - 19 years,Number,2653
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,365,20 - 24 years,Number,2618
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,410,25 - 29 years,Number,3093
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,440,30 - 34 years,Number,4041
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,460,35 - 39 years,Number,4804
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,475,40 - 44 years,Number,3827
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,495,45 - 49 years,Number,2738
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,515,50 - 54 years,Number,2020
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,530,55 - 59 years,Number,1687
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,550,60 - 64 years,Number,1581
UA06C01,PPSN allocations to arrivals from Ukraine,2022W44,2022 November 06,Female,575,65 years and over,Number,2269
